1,130
1,37
1,93
1,135
1,2
1,168
1,15
1,28
2,12
2,21
2,3
2,41
2,19
2,47
2,12
2,13
2,103
2,1
2,72
2,450
2,115
2,23
2,153
2,4
2,28
2,100
2,66
2,547
2,10
2,26
2,183
2,27
2,7
2,1491
2,203
2,215
2,35
2,376
2,772
2,129
2,40
2,33
2,30
2,268
2,17
2,1
2,16
2,6
2,18
2,22
2,1817
2,1
2,18
3,14
3,22
3,5
3,55
3,59
3,6
3,31
3,17
3,56
3,26
3,22
3,40
3,437
3,158
3,4
3,181
3,258
3,10
3,337
3,93
3,36
3,1447
3,2
3,180
3,222
3,8
3,6
4,14
4,1246
4,54
4,187
4,54
4,14
4,9
4,14
4,627
4,63
4,84
4,238
4,201
4,251
4,30
4,1171
4,29
4,194
4,77
4,68
4,209
4,5
4,29
4,19
4,43
5,77
5,8
5,255
5,13
5,132
5,333
5,163
5,62
5,326
5,58
5,234
5,57
5,33
5,101
5,10
5,257
6,50
6,2
6,54
6,179
6,2553
6,704
6,116
6,62
6,24
6,57
6,98
6,87
6,834
6,366
6,437
6,441
6,64
6,38
6,32
6,847
7,468
7,746
7,2812
7,284
7,523
7,727
7,255
7,93
8,46
8,105
8,2
8,82
8,553
8,1579
8,517
8,2
8,2034
8,165
8,168
8,414
8,513
9,2229
10,423
10,756
10,461
10,14
11,55
11,196
11,2059
11,36
12,1668
12,1277
12,601
12,1544
12,134
13,150
13,146
13,228
13,152
13,64
13,308
13,286
13,708
13,953
14,2854
14,6000
14,225
14,267
15,3
15,1331
15,203
16,1340
16,3266
16,287
17,2
17,787
17,647
18,2813
19,975
20,337
20,887
20,206
20,247
20,684
20,2716
20,519
21,470
21,4197
21,1718
22,252
22,3
23,621
23,1666
23,1567
24,2255
24,119
24,292
26,617
26,549
27,1414
27,600
27,96
27,260
29,531
29,940
29,62
30,338
30,3509
31,2
32,1665
36,1999
36,51
36,65
38,119
39,2046
39,16
39,102
40,9294
40,3517
42,461
43,17241
44,11
45,339
47,4092
47,3586
48,113
49,2358
50,83
51,8496
53,28
53,10096
56,14
56,3740
56,47
57,5
58,2036
58,1181
58,1236
59,79
59,11
65,4
66,236
68,1918
71,2888
86,949
99,11
101,1051
105,3929
105,1254
120,49504
130,7761
134,1078
142,30
149,7198
196,6188
218,363
227,25
268,115
470,12649
520,36
566,32902
733,45
841,6826
863,9
973,12
981,26
1045,2
1114,27
2228,8
